file_name,x_start,y_start,x_end,y_end,defect_numb,classes_final
DB1_236_002.png,3.819244384765625,0.0,5.3158159255981445,0.31581664085388184,1.0,0
DB1_236_002.png,1.4457290172576904,0.0,3.756720781326294,0.31575751304626465,1.0,0
DB1_236_002.png,5.793604373931885,0.0,9.321767807006836,1.5897687673568726,1.0,0
DB1_236_002.png,7.329811096191406,2.1596224308013916,7.703953742980957,2.9079082012176514,1.0,0
DB1_236_002.png,6.159688949584961,2.161602735519409,6.908254623413086,2.9086639881134033,1.0,0
DB1_236_002.png,4.982305526733398,2.157088041305542,6.104769706726074,2.9053609371185303,1.0,0
DB1_236_002.png,0.0,0.0,743552.0625,14014.68359375,1.0,0
DB1_236_002.png,0.0,0.0,1.170647144317627,189215287541760.0,1.0,0
DB1_236_002.png,8.872370719909668,17.61688995361328,18.486003875732422,27.69780731201172,1.0,0
DB1_236_002.png,1.4790672063827515,0.0,3.717115879058838,0.0,1.0,0
DB1_236_002.png,2.8687820434570312,10.753604888916016,4.275284290313721,12.093975067138672,1.0,0
DB1_354_002.png,5.2677483558654785,15.320079803466797,15.996898651123047,23.416698455810547,1.0,0
DB1_354_002.png,2.742055654525757,0.0,4.016941070556641,0.0,1.0,0
DB1_354_002.png,0.6609280109405518,0.0,4.5380449295043945,0.5764920711517334,1.0,0
DB1_354_002.png,6.694652080535889,2.5565314292907715,8.956493377685547,4.034804821014404,1.0,0
DB1_354_002.png,4.9790873527526855,2.143167018890381,6.1015448570251465,2.890913963317871,1.0,0
DB1_354_002.png,2.8687820434570312,10.753604888916016,4.275284290313721,12.093975067138672,1.0,0
DB1_154_018.png,0.0,0.0,3.966073989868164,0.2234947681427002,1.0,0
DB1_154_018.png,6.3311920166015625,0.0,6.6915740966796875,0.6667920351028442,1.0,0
DB1_154_018.png,4.8632354736328125,0.0,7.274007797241211,0.0,1.0,0
DB1_154_018.png,4.029271125793457,0.0,6.265674591064453,2.392364025115967,1.0,0
DB1_154_018.png,36.742435455322266,0.0,36.81570053100586,0.0,1.0,0
DB1_154_018.png,0.0,63.678749084472656,0.0,64.91968536376953,1.0,0
DB1_154_018.png,8.258956909179688,0.0,8.666427612304688,0.2982196807861328,1.0,0
DB1_154_018.png,12.653576850891113,4.064872741699219,17.311309814453125,5.9364166259765625,1.0,0
